column_a,track_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,key_mode,playlist_name,playlist_img,track_name,artist_name,album_name,album_img,key_frequency,tsne_x,tsne_y,umap_x,umap_y
56,32h59T8q2SonUPJ006lyXt,0.575,0.744,C#,-5.466,major,0.0603,0.0687,0.0,0.0723,0.701,183.79,241507,4,C# major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,This Christmas,Christina Aguilera,My Kind Of Christmas,https://i.scdn.co/image/5f52e8eb4ae6727e533bbd54c8c0047022def4fa,554.37,4.4876857,-0.971515,3.3472881,6.2365136
57,35p4bdA1QEyvFjcDqwBs2L,0.467,0.679,D#,-6.255,major,0.174,0.485,0.0,0.136,0.701,79.988,206867,4,D# major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Navidades Han Llegado,Raffaella Carrà,Ogni volta che è Natale,https://i.scdn.co/image/9bcd3c4f666cd27a7b2cd92b97f02ee58522ab04,622.25,4.694653,-5.714491,2.4847164,3.6696115
58,37yJoskChy2R0VGzZv0506,0.535,0.489,G,-8.137,minor,0.0529,0.8,2e-06,0.107,0.921,167.808,84733,3,G minor,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Carol of the Bells,Celtic Thunder,Holiday Symphony,https://i.scdn.co/image/adac891a42037ed749eea111f8583f962cb014f2,783.99,1.8498591,7.1956806,4.743606,3.6665092
59,39Phr9UPoX79GvsyZcITl1,0.55,0.698,G,-4.708,major,0.0242,0.269,0.0,0.0358,0.429,144.03,256560,4,G major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Christmas Time,Backstreet Boys,Christmas Hits,https://i.scdn.co/image/939adaa29092810cc1c44965b5a5781e38ee7e65,783.99,2.4634438,-2.3890357,5.0619946,6.439377
60,3ad40z4gdoTTOdt7XNnjqQ,0.42,0.503,C,-7.803,minor,0.0368,0.849,0.0,0.193,0.554,114.94,132600,4,C minor,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Winter Wonderland,Tony Bennett,Christmas Hits,https://i.scdn.co/image/939adaa29092810cc1c44965b5a5781e38ee7e65,523.25,0.05534429,4.000624,5.9463973,4.6953573
61,3B7FO3kJ5kv3mX7yiaB7sT,0.362,0.505,E,-7.208,major,0.0287,0.367,6.46e-06,0.154,0.192,174.066,266933,3,E major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,O Holy Night,Mariah Carey,Merry Christmas,https://i.scdn.co/image/e06f3ddadf59ee24504fc02bfe205945807a2437,659.25,-2.8093867,-1.3494661,5.862166,6.780412
62,3DnYHzeul8cWJDEuTFd79H,0.494,0.341,C,-11.217,major,0.128,0.849,0.0,0.323,0.594,156.125,220760,4,C major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Sleigh Ride,"Harry Connick, Jr.",When My Heart Finds Christmas,https://i.scdn.co/image/a580849344a1b1531bbf86b2e042664f54d5b6b9,523.25,1.8865527,-5.719209,6.192274,6.0687838
63,3DzYn4QDEQcyLMD1DQTbYw,0.346,0.802,B,-5.135,minor,0.133,0.143,0.0,0.207,0.624,179.547,169093,3,B minor,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,My Favorite Things,Kelly Clarkson,Wrapped In Red,https://i.scdn.co/image/df6a48dc94245be056b35262606c7adfd1821b99,493.88,6.64816,-3.3926387,2.5397599,4.683219
64,3E6Ydoy1H8ePoigc10Mgsa,0.716,0.512,C#,-6.257,major,0.0331,0.483,0.0,0.0928,0.326,104.957,165907,3,C# major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Snowman,Sia,Everyday Is Christmas,https://i.scdn.co/image/77eb7c17cafe550382e885d1873e9bb7de519e1e,554.37,2.0197902,2.041248,4.2873707,5.321845
65,3Fu6XvAT5yjzO8GMcvuM1s,0.719,0.504,B,-6.338,minor,0.0418,0.0601,0.0,0.256,0.81,75.514,127773,4,B minor,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Rockin' Around the Christmas Tree,Pentatonix,Christmas Is Here!,https://i.scdn.co/image/d95f2279ad49512299646dadf9e3e11c09c94c5e,493.88,4.0612664,2.044994,3.7572315,5.3982778
66,3ILZNhiwZtZ3fVVI65WC6e,0.795,0.548,D#,-8.072,major,0.199,0.163,0.0,0.0838,0.725,112.342,149200,4,D# major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Lights On (feat. Ryan Beatty & Santigold),"Tyler, The Creator",Music Inspired by Illumination & Dr. Seuss' The Grinch,https://i.scdn.co/image/0d44bf5627754eaef0d7eda82afd1db895b81fd8,622.25,5.2454553,-5.12135,2.6287684,3.606137
67,3kWmXwAtpnnllwkhGdBBPL,0.712,0.404,F,-15.16,major,0.0398,0.945,0.000483,0.107,0.469,59.874,153373,4,F major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,The Little Drummer Boy,Johnny Cash,Christmas Hits,https://i.scdn.co/image/939adaa29092810cc1c44965b5a5781e38ee7e65,698.46,-2.8667917,6.256419,7.1949267,3.9117796
68,3QiAAp20rPC3dcAtKtMaqQ,0.465,0.27,E,-16.661,major,0.0425,0.902,0.00104,0.145,0.58,94.519,129173,4,E major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Blue Christmas,Elvis Presley,Elvis' Christmas Album,https://i.scdn.co/image/d8ec333974abb5987719025a55a7395a22becb79,659.25,-3.4465241,5.688232,7.175749,4.1427
69,3sbIQ94CXH0Up1Xlg01Ay3,0.725,0.276,G,-12.25,major,0.0599,0.76,0.0,0.116,0.717,112.89,155933,4,G major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),Perry Como,Christmas Hits,https://i.scdn.co/image/939adaa29092810cc1c44965b5a5781e38ee7e65,783.99,-2.7290401,7.743468,6.9698033,3.40809
70,3sDdyBHQ60Cs1opmIyRvhp,0.505,0.451,A,-10.193,minor,0.0329,0.727,0.0,0.233,0.744,74.347,156867,4,A minor,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Happy Holiday / The Holiday Season,Andy Williams,The Andy Williams Christmas Album,https://i.scdn.co/image/a3e8629ce4030dc985bdffca9b1b854ac9c8dadf,440.0,-0.30536225,4.743656,6.093759,4.388444
71,3szI9hDVbyOYU0yd77G35n,0.499,0.545,B,-10.476,major,0.0366,0.822,0.0,0.187,0.634,110.545,160947,4,B major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,A Marshmallow World,Dean Martin,The Dean Martin Christmas Album,https://i.scdn.co/image/61499b2028111eeec40cd0f22e867d3b27a3ca2d,493.88,-0.15468997,4.531865,6.056885,4.445268
72,3upWWSPnaV7UNmZjMQICN8,0.721,0.615,D,-6.689,major,0.229,0.169,0.0,0.329,0.45,89.913,117440,4,D major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Sleigh Ride,Tamar Braxton,I'll Be Home For Christmas,https://i.scdn.co/image/08f834b771ce747e37a70c6fa168375ba42fc5a6,587.33,5.456784,-5.3972306,2.3948073,3.7589064
73,3VTNVsTTu05dmTsVFrmGpK,0.319,0.651,D,-6.335,major,0.0342,0.501,4.73e-05,0.241,0.474,118.501,272200,4,D major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Fairytale of New York (feat. Kirsty MacColl),The Pogues,If I Should Fall From Grace With God (Expanded),https://i.scdn.co/image/28a0ae8f93bdb5148a56838906393906be53a6f9,587.33,-2.6219578,-2.8843913,5.4027147,7.56445
74,3w88zg08rzoo8zZsvnWD99,0.53,0.14,D#,-15.702,major,0.0516,0.733,0.0,0.119,0.416,66.912,228547,4,D# major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Home for Christmas,Maria Mena,Christmas Hits,https://i.scdn.co/image/939adaa29092810cc1c44965b5a5781e38ee7e65,622.25,-4.2957454,4.246997,7.5772657,4.997387
75,3xvFTqHmlMqKjHgczCGn2C,0.633,0.331,C,-9.232,major,0.0528,0.961,0.0,0.12,0.68,119.809,112872,4,C major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,"Baby, It's Cold Outside",Lydia Liza,"Baby, It's Cold Outside",https://i.scdn.co/image/ca02c16278b939f1f21399eacccb4298353910a7,523.25,0.41964626,5.554146,5.7700906,4.0904183
76,3y8Z2sOJrBt6yKEfsZG1NY,0.703,0.802,D,-4.408,major,0.0286,0.68,0.0,0.206,0.815,128.847,122400,4,D major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Jingle Bell Rock,Daryl Hall & John Oates,Christmas Hits,https://i.scdn.co/image/939adaa29092810cc1c44965b5a5781e38ee7e65,587.33,2.6330004,4.055072,4.774347,4.3285213
77,3z0TQeYRBJDpZBQAPbIZAs,0.383,0.144,A#,-8.588,major,0.0403,0.958,0.0,0.0987,0.167,173.44,262147,4,A# major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,River,Ward Thomas,River,https://i.scdn.co/image/431f707ec80508b952bddbf8012e8e5a1575875b,466.16,-4.0784135,-0.24591725,6.2875967,6.5425067
78,3zJw3rugfpVrmBeDDnUYzy,0.328,0.607,D,-11.076,major,0.0315,0.319,0.0,0.765,0.395,146.539,213880,3,D major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Happy Xmas (War Is Over) - Remastered,John Lennon,Power To The People - The Hits,https://i.scdn.co/image/2b8d8b3d509bf68a05aad85b8bbbc714b1d15bf2,587.33,-0.44848785,-3.879342,4.4679627,7.7422943
79,45nLgLtSiGCTtMFTsN6KeA,0.512,0.327,B,-8.027,minor,0.0264,0.269,0.0,0.0953,0.17,105.035,201067,4,B minor,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,"Mary, Did You Know?",Pentatonix,Christmas Hits,https://i.scdn.co/image/939adaa29092810cc1c44965b5a5781e38ee7e65,493.88,-5.658773,-2.3087294,6.4385214,7.4341826
80,47qXmZMqUZDXSnP5zONlwY,0.339,0.375,G#,-6.146,major,0.0311,0.203,0.0,0.116,0.182,121.811,281973,4,G# major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Grown-Up Christmas List (feat. Kelly Clarkson),Pentatonix,Christmas Is Here!,https://i.scdn.co/image/d95f2279ad49512299646dadf9e3e11c09c94c5e,830.61,-8.389461,1.2105552,8.066481,6.8763466
81,4DlFHi3tiseC0mQUzxvedg,0.261,0.376,C,-9.174,major,0.0319,0.784,0.0,0.0991,0.406,171.598,234027,3,C major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Christmas Peacetime,Andreas Weise,Christmas Peacetime,https://i.scdn.co/image/389bb2c6cb0cc9a6e0a2099fbb4934053736fa34,523.25,-3.5580745,-0.2882337,6.323047,6.614125
82,4dQI4FFpcaQxgz3VlsPYI5,0.63,0.653,G,-4.594,major,0.0282,0.194,0.0,0.0989,0.675,119.954,174120,4,G major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,"Christmas Is Just Around The Corner (From ""Cranberry Christmas"")",Barry Manilow,In The Swing Of Christmas,https://i.scdn.co/image/9cb813465fab7e498e59b36ef1e6a262ef0d709a,783.99,4.446862,-2.3061728,3.9737663,4.5642977
83,4HMptEInOi2qAZHRh8MCMj,0.744,0.268,G,-16.925,major,0.0633,0.663,0.0513,0.118,0.7,147.322,143933,4,G major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Frosty the Snowman,Willie Nelson,Pretty Paper,https://i.scdn.co/image/720cdcacd3dd398b2757a8935983caa9bc8f3de0,783.99,-3.2567658,7.8391304,6.940917,3.3699682
84,4jDXtVGAmIqu3Fc8ODzhmb,0.382,0.558,A,-6.399,major,0.0341,0.316,0.0,0.115,0.178,125.512,232467,4,A major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,When You Believe (with Maren Morris),Pentatonix,Christmas Is Here!,https://i.scdn.co/image/d95f2279ad49512299646dadf9e3e11c09c94c5e,440.0,-4.2660613,-2.092212,6.0519423,7.354707
85,4kZqBZ1cihUH8SoBZ3PBrd,0.711,0.602,G,-5.698,major,0.0691,0.131,0.0,0.0633,0.823,110.947,215933,4,G major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,"O Come, All Ye Faithful",Pentatonix,A Pentatonix Christmas Deluxe,https://i.scdn.co/image/3329bc2e25d9a2d4908753ec0739931e13374568,783.99,4.4570055,-2.677713,3.788335,4.48257
86,4mS0kNelJEq1u2siN6RIrB,0.337,0.483,A,-6.517,major,0.0427,0.661,0.0,0.0972,0.128,164.236,192707,3,A major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,The Christmas Song (Chestnuts Roasting on an Open Fire),Whitney Houston,One Wish / The Holiday Album,https://i.scdn.co/image/cb95b4372cf4c4efdd4da66a267809130a835630,440.0,-3.647211,-0.8076103,6.217321,6.639724
87,4nAR2gfX6f5kTbloGnp8FZ,0.504,0.604,D#,-5.256,major,0.0258,0.474,0.0,0.336,0.163,86.147,254707,4,D# major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Happy Xmas (War Is Over),Céline Dion,Christmas Hits,https://i.scdn.co/image/939adaa29092810cc1c44965b5a5781e38ee7e65,622.25,-3.3377588,-3.7629666,5.2901163,7.708513
88,4QMZUqcREVkCdm6NH8NyQD,0.625,0.473,D,-5.242,major,0.0536,0.897,0.0,0.363,0.807,142.99,155413,4,D major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,Christmas Hits,https://i.scdn.co/image/939adaa29092810cc1c44965b5a5781e38ee7e65,587.33,2.5140965,5.1147513,5.0921626,4.1736126
89,4UEPinRjSnbWKqDVhc0QHJ,0.355,0.668,C,-8.444,major,0.0482,0.362,1.23e-06,0.727,0.413,139.734,267600,4,C major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,Christmas Hits,https://i.scdn.co/image/939adaa29092810cc1c44965b5a5781e38ee7e65,523.25,-0.82883054,-3.6296306,4.632889,7.6824017
90,4W8cUf5xe5g8si5OijFAqZ,0.687,0.643,B,-7.677,minor,0.0406,0.0222,1.41e-05,0.117,0.27,147.969,189343,4,B minor,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Have Yourself a Merry Little Christmas,Mitchell Tenpenny,Have Yourself a Merry Little Christmas,https://i.scdn.co/image/0cc3639654a8ed292024e9be4ea80b45ce8afac4,493.88,8.0778,1.7954005,3.0484605,5.913373
91,4ymVMnhjbImQjjCq4petB2,0.573,0.78,G#,-7.467,major,0.0283,0.0227,0.0,0.0927,0.718,127.132,153066,4,G# major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Christmas (Baby Please Come Home),Mariah Carey,Merry Christmas,https://i.scdn.co/image/f13ce082cb050c8544fbae7c94a4ab66bdd004aa,830.61,5.287519,-2.2925417,3.8402014,4.470746
92,4zMP6aieSmWQNFdp3O4Owv,0.421,0.712,A#,-10.417,major,0.0463,0.413,0.479,0.115,0.501,184.202,188720,4,A# major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Just Like Christmas,Low,Christmas,https://i.scdn.co/image/2bd9c1e3292f0a8cd5cbecbf7b605ad40caa91b3,466.16,-1.2338259,1.5161518,8.029151,4.4786735
93,50YYe94G19kWVyhzdEXxki,0.683,0.56,E,-6.597,minor,0.0373,0.231,0.0,0.0878,0.499,124.964,202680,4,E minor,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Sweater Weather,Pentatonix,Christmas Is Here!,https://i.scdn.co/image/d95f2279ad49512299646dadf9e3e11c09c94c5e,659.25,4.1734285,-2.0808318,3.883834,4.889242
94,514vD4ip2V1BhGzuosVJci,0.679,0.62,A,-8.453,minor,0.217,0.121,0.0,0.0976,0.67,99.761,209387,4,A minor,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,8 Days of Christmas - Live,Destiny's Child,Christmas Hits,https://i.scdn.co/image/939adaa29092810cc1c44965b5a5781e38ee7e65,440.0,5.3590517,-5.6188526,2.3391507,3.7061625
95,51u4r13PK8Bb2aKwuMkBtc,0.344,0.313,D,-11.614,major,0.0323,0.56,2.15e-05,0.101,0.167,82.555,304400,3,D major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Have Yourself a Merry Little Christmas,Luther Vandross,The Classic Christmas Album,https://i.scdn.co/image/8b8be679defb9b727bec68484688c1ae186e69e6,587.33,-6.2692065,-0.5582859,7.1896415,7.541382
96,541mKUH89gViH3rPkSDecP,0.674,0.578,F#,-6.888,major,0.114,0.0415,0.0,0.102,0.957,91.988,120907,4,F# major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Let It Snow! Let It Snow! Let It Snow!,Pentatonix,A Pentatonix Christmas Deluxe,https://i.scdn.co/image/3329bc2e25d9a2d4908753ec0739931e13374568,739.99,5.20203,-3.608668,3.2759664,4.0916696
97,54K9GOVJqIaDZNXLnnxiKc,0.658,0.56,F#,-9.049,minor,0.0467,0.498,0.0,0.0794,0.854,161.994,182947,4,F# minor,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Mistletoe,Justin Bieber,Under The Mistletoe,https://i.scdn.co/image/614ca0202c97ca1af323cbeb310d27bff2825665,739.99,2.9202178,7.1747527,4.197794,4.120926
98,550rQQCGkrTzvp4SfpOPzx,0.321,0.377,A#,-7.385,major,0.0361,0.454,0.0,0.338,0.367,119.483,268960,4,A# major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Hallelujah,Pentatonix,A Pentatonix Christmas,https://i.scdn.co/image/974438f01ded7d031d3cc72b42eb7ef66d91ab7f,466.16,-3.073602,-2.795026,5.4980197,7.602245
99,55k81Sv1beBPBdfU1c4F2g,0.644,0.941,F,-3.997,major,0.0469,0.115,0.0,0.86,0.752,105.014,254200,4,F major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,"Merry Christmas, Happy Holidays",*NSYNC,Christmas Hits,https://i.scdn.co/image/939adaa29092810cc1c44965b5a5781e38ee7e65,698.46,0.8699774,-3.3784864,4.0600114,7.521845
100,5akH1MTPy8ikT98VxP1mcr,0.35,0.605,G,-7.374,major,0.0556,0.668,0.0,0.116,0.0612,105.852,210440,4,G major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,I'm Gonna Be Loved - This Christmas,The Sam Willows,I'm Gonna Be Loved (This Christmas),https://i.scdn.co/image/c9baca2e86a28a4cdac8ac3bb9d0a0772d8e1456,783.99,-8.002395,1.6212149,7.931606,7.018596
