column_a,track_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,key_mode,playlist_name,playlist_img,track_name,artist_name,album_name,album_img,key_frequency,tsne_x,tsne_y,umap_x,umap_y
11,0fUFpFczhuhJBz2Z28IL2x,0.63,0.757,F,-6.005,major,0.0254,0.00716,0.0,0.348,0.65,106.885,216627,4,F major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Last Christmas (Glee Cast Version),Glee Cast,"Glee: The Music, The Christmas Album",https://i.scdn.co/image/df267b94bd85aad9be2957f3e80886c1a72114f6,698.46,2.7348332,-0.9885263,4.335088,6.7132335
12,0G7yGcWqXqqLHlrxU7bFEO,0.659,0.58,G#,-4.351,major,0.0356,0.604,0.0,0.162,0.792,143.712,152045,4,G# major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,The Man with the Bag,Kellie Pickler,The Man with the Bag,https://i.scdn.co/image/8b6717cfba03f217b062a7e25adf6921840207fe,830.61,1.2950137,0.18196547,4.561992,4.5143886
13,0iVVPWm4An3glF9QnCtM6e,0.529,0.723,F,-8.171,minor,0.0353,0.00109,2.78e-05,0.219,0.708,79.989,229280,4,F minor,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Underneath the Tree,Kelly Clarkson,Christmas Hits,https://i.scdn.co/image/939adaa29092810cc1c44965b5a5781e38ee7e65,698.46,2.7052557,-0.8884124,4.228194,6.768878
14,0leIhGny91OrU4mjcshsjI,0.551,0.325,C,-13.507,major,0.0286,0.81,0.000112,0.115,0.496,98.932,213160,3,C major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Lonely This Christmas,Mud,Let's Have A Party - The Best Of Mud,https://i.scdn.co/image/b1ec4bee82da1c17a428e9dcdcfb801f7b46acdc,523.25,-4.908083,4.8306255,7.2869277,5.282421
15,0lizgQ7Qw35od7CYaoMBZb,0.506,0.628,G,-7.316,major,0.173,0.0545,0.0,0.301,0.556,191.708,204093,4,G major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Santa Tell Me,Ariana Grande,Santa Tell Me,https://i.scdn.co/image/ca80da7a2271f0806a977c7c1f6cfa6aa5d7e92b,783.99,3.698622,-4.372398,2.288933,4.306714
16,0lLdorYw7lVrJydTINhWdI,0.35,0.232,E,-11.042,major,0.0331,0.907,9.21e-06,0.292,0.381,93.269,206347,3,E major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,It's Beginning To Look A Lot Like Christmas,Michael Bublé,Christmas,https://i.scdn.co/image/5f828e84beaefc8c0539ca558f849e8549e8778c,659.25,-6.2852054,4.17199,7.953942,5.7190814
17,0oEBvSzYp0aS7Obdus1RGm,0.437,0.149,E,-18.128,major,0.0394,0.995,0.0896,0.15,0.801,153.921,85253,3,E major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Carol of the Bells,John Williams,Christmas Hits,https://i.scdn.co/image/939adaa29092810cc1c44965b5a5781e38ee7e65,659.25,-3.8813708,6.555052,7.0133204,3.9854503
18,0P6xicvZnvVwRCPv3307HM,0.61,0.661,G,-8.343,major,0.105,0.613,0.000269,0.0701,0.652,86.68,198716,4,G major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Jingle Bells,Matt Maher,The Advent of Christmas,https://i.scdn.co/image/77eb7c17cafe5503806e28263514bb842a1fa41f,783.99,3.8938375,-5.5547256,2.9015653,3.8139675
19,0Tw7teQT3EBqBRpH9PYb4f,0.44,0.185,D,-13.867,major,0.0395,0.896,1.82e-05,0.0813,0.343,189.246,161320,3,D major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Driving Home for Christmas,Lyambiko,My Favourite Christmas Songs,https://i.scdn.co/image/a67e19c3eb418b1b2551f884cedf798c1d602608,587.33,-3.9077854,2.0572402,6.7452145,5.90508
20,0UnbG2g6FMvHXdlzDyufyI,0.607,0.807,G,-5.593,major,0.0472,0.156,0.0,0.241,0.53,151.02,228933,4,G major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,All I Want for Christmas Is You,Fifth Harmony,I'll Be Home For Christmas,https://i.scdn.co/image/08f834b771ce747e37a70c6fa168375ba42fc5a6,783.99,2.2906601,-1.8240498,4.6839924,6.4127913
21,0wDKteaNLe3xkaFtj6tH5h,0.668,0.843,C,-3.766,major,0.0268,0.169,0.0,0.195,0.702,147.083,255400,4,C major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,My Only Wish (This Year),Britney Spears,Christmas Hits,https://i.scdn.co/image/939adaa29092810cc1c44965b5a5781e38ee7e65,523.25,3.7311454,-0.5440156,3.6753893,6.6149936
22,0yS8P7DFNEBYQ5yHadM5z0,0.324,0.197,G#,-10.191,major,0.0337,0.801,0.0,0.115,0.338,178.893,227887,3,G# major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,"Oh Holy Night - Recorded at Metropolis Studios, London",Nina Nesbitt,Spotify Singles - Christmas,https://i.scdn.co/image/3e4288028909fc1bc65af0c3f93f118e4a702fd7,830.61,-4.093623,1.352323,6.7764173,6.131936
23,12YAgUbl6Uk9E7fzopF4Ji,0.487,0.759,C,-8.093,major,0.0408,0.604,0.0,0.185,0.447,122.309,146080,4,C major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Winter Wonderland,Darlene Love,A Christmas Gift For You From Phil Spector,https://i.scdn.co/image/df9902b4e29a085db5b3fb511c1e2c78ffe60831,523.25,0.8109639,2.628953,5.450643,5.178864
24,1aoIbIxOlTOgH9nyiJvFPz,0.506,0.86,D,-6.276,major,0.425,0.198,0.0,0.125,0.582,191.511,199547,4,D major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Bring Me Love,John Legend,A Legendary Christmas,https://i.scdn.co/image/5f79f928a45b878579e1fffc9e4aefb362ca53fd,587.33,4.8010063,-5.209202,2.3586278,3.9009829
25,1BA3J0DIbO5xKeboPSt1ju,0.519,0.305,C,-9.37,major,0.0371,0.881,0.0,0.12,0.294,72.04,148787,4,C major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Another Christmas,Amanda Jenssen,Christmas Cafe,https://i.scdn.co/image/4385b4957d870777959a70f62486fff501f33612,523.25,-5.54593,4.768602,7.772669,5.457986
26,1CBg1D0t4FMLbco3posN7b,0.528,0.772,D,-7.013,major,0.0288,0.403,2.52e-06,0.316,0.852,91.735,181267,4,D major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Sleigh Ride,The Ronettes,Christmas Hits,https://i.scdn.co/image/939adaa29092810cc1c44965b5a5781e38ee7e65,587.33,2.9059293,0.41935408,4.096796,6.645334
27,1dtIaSlyrLI04sqYa8nLyN,0.632,0.159,G#,-14.056,major,0.0492,0.883,0.0,0.222,0.644,142.11,186733,4,G# major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Rudolph the Red-Nosed Reindeer,Gene Autry,Rudolph The Red Nosed Reindeer And Other Christmas Classics,https://i.scdn.co/image/d09a8a207f9d89db5f6a73d1331aeaa20c9fabbc,830.61,-4.2501106,7.4942017,7.1820397,3.4942708
28,1e0z8zk4AyhKxeg13zV3lh,0.617,0.512,F#,-5.116,major,0.0266,0.194,0.0,0.115,0.347,111.932,102960,4,F# major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,White Christmas,Destiny's Child,8 Days Of Christmas,https://i.scdn.co/image/6ae1415fa9900695bfe434e451b57be8d1e7c822,739.99,1.5233067,1.2454892,4.2427487,4.738914
29,1f2lkuLldqRzvaFjJdjGXX,0.548,0.75,G,-7.984,major,0.0398,0.209,0.0,0.698,0.419,143.109,204173,4,G major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Santa Claus Is Comin' to Town,Mariah Carey,Merry Christmas,https://i.scdn.co/image/e06f3ddadf59ee24504fc02bfe205945807a2437,783.99,0.4679608,-3.6383612,4.267397,7.5946136
30,1jc5ttAAqSlzN6XnInuUXm,0.758,0.711,A,-10.483,major,0.0268,0.158,0.0,0.0825,0.961,101.806,223773,4,A major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Merry Christmas Everyone,Shakin' Stevens,Christmas Hits,https://i.scdn.co/image/939adaa29092810cc1c44965b5a5781e38ee7e65,440.0,3.8017423,1.1415974,3.7541735,6.3137255
31,1kCMRwtyaXZRWhe2scYcBL,0.641,0.794,B,-4.906,major,0.0369,0.497,0.0,0.329,0.767,112.994,239600,4,B major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,One More Sleep,Leona Lewis,Christmas Hits,https://i.scdn.co/image/939adaa29092810cc1c44965b5a5781e38ee7e65,493.88,3.2948077,0.13037015,3.8902845,6.8387036
32,1l2CvcIAL1MtPbtZhh0Z77,0.359,0.15,C#,-15.745,major,0.041,0.844,1.15e-06,0.108,0.204,139.208,188933,4,C# major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,The Christmas Song (Merry Christmas To You),Nat King Cole,Christmas Number 1's,https://i.scdn.co/image/90d80f5a0261f942a655b768c41bdbe67fbd6377,554.37,-4.8694024,3.052747,7.150384,5.6046715
33,1lXmhrsTDe9QT7G5QYEnLr,0.388,0.321,F#,-10.216,major,0.0274,0.379,3.52e-06,0.108,0.223,100.072,215920,3,F# major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Away In a Manger,Casting Crowns,Peace On Earth,https://i.scdn.co/image/a7a90e08d4377defa9fc5ee4b346f11bcc3e57dd,739.99,-7.817125,2.9023442,8.075666,6.5449896
34,1mH6tZC6iXIHPI6EixCwxw,0.383,0.914,A,-6.43,major,0.0515,0.00422,1.4e-05,0.444,0.528,139.955,278947,4,A major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,I Wish It Could Be Christmas Everyday,Wizzard,I Wish It Could Be Christmas Everyday,https://i.scdn.co/image/a9a6d16f818ff91fa4ca8cbbaa35abd47c94a5b4,440.0,-0.1967815,-2.8258886,4.595201,7.433209
35,1qUNMljTcCUraMU82IU7aN,0.714,0.295,C,-12.652,major,0.0347,0.834,0.000192,0.135,0.532,131.566,195173,4,C major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Silver Bells,Tony Bennett,The Classic Christmas Album,https://i.scdn.co/image/9d541ea10ce9b2a04f1c9b6daa1614ea85481d5d,523.25,-4.6799517,5.9378185,6.903878,5.1660447
36,1sFWEpf1aPYN576LS1aa4Y,0.17,0.362,A#,-11.673,major,0.0347,0.812,0.0,0.113,0.244,176.849,219293,3,A# major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Silent Night,Mariah Carey,Merry Christmas,https://i.scdn.co/image/e06f3ddadf59ee24504fc02bfe205945807a2437,466.16,-3.5693517,0.2684178,6.2194366,6.339726
37,1Udy17gjGeZPNdmmcLjl7L,0.363,0.205,F,-9.301,major,0.0271,0.916,1.6e-06,0.105,0.18,82.932,141240,4,F major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Real Love,Tom Odell,Real Love,https://i.scdn.co/image/8200f7371b682235b91958a96da4c1d549322827,698.46,-6.760267,4.3623314,7.990441,5.9173317
38,1UebLMXVLAaAYoFXxegCIP,0.574,0.536,B,-7.291,major,0.0323,0.311,0.0,0.222,0.158,118.199,241280,4,B major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,The Star,Mariah Carey,The Star,https://i.scdn.co/image/fa44b1710dc05f20b0af4706ec642ad65d6a48a7,493.88,-4.1887684,-3.1742218,5.8095093,7.5688715
39,1Ym1qNUYEdETwST2NZDXA7,0.675,0.877,C#,-4.508,minor,0.0373,0.00974,0.0,0.333,0.67,128.018,194360,4,C# minor,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Wrap Me Up Under the Christmas Tree,A Great Big World,Wrap Me Up Under the Christmas Tree,https://i.scdn.co/image/5bc052e72f5c0ffe8b9552b5ac3bc382d10029f2,554.37,3.6379251,-0.3297176,3.835904,6.8020005
40,1Zrt3eIobdcn7fJ0i1kjzW,0.52,0.271,G#,-9.806,major,0.0299,0.618,0.0,0.109,0.509,110.789,166547,4,G# major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,"Baby, It's Cold Outside (Glee Cast Version) (feat. Darren Criss)",Glee Cast,Christmas Hits,https://i.scdn.co/image/939adaa29092810cc1c44965b5a5781e38ee7e65,830.61,-6.320302,6.272087,8.262724,5.616141
41,20LrBAifyvdgXvh3Zah6KF,0.476,0.449,G,-7.474,major,0.0452,0.331,0.0,0.117,0.515,182.905,176680,3,G major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Please Come Home For Christmas,Anthony Hamilton,Home For The Holidays,https://i.scdn.co/image/63af03efdbd1180fe298726fe9f670ec582ab1dd,783.99,0.64640415,-0.90857774,5.071819,6.0060973
42,23zpbHaZGv6yHaT88QlxTd,0.81,0.486,B,-13.442,minor,0.265,0.00281,6.26e-05,0.0949,0.614,95.166,178107,4,B minor,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Christmas In Hollis,Run–D.M.C.,Christmas Hits,https://i.scdn.co/image/939adaa29092810cc1c44965b5a5781e38ee7e65,493.88,5.258383,-5.6636286,2.293844,3.7048442
43,25xgW0go6n2VEyiTclAkBK,0.764,0.162,F,-10.16,major,0.0488,0.811,0.0,0.121,0.663,148.142,130520,4,F major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Frosty the Snowman,Fiona Apple,I'll Be Home For Christmas,https://i.scdn.co/image/08f834b771ce747e37a70c6fa168375ba42fc5a6,698.46,-3.1197073,8.136976,6.7521896,3.553039
44,299lFlaAsNQdgbIZNPmIA0,0.388,0.145,A,-19.697,minor,0.0318,0.978,6.86e-06,0.0997,0.0911,75.474,166387,3,A minor,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Christmas Time Is Here - Vocal,Vince Guaraldi Trio,A Charlie Brown Christmas [2012 Remastered & Expanded Edition],https://i.scdn.co/image/9b0dc1ddae0f29dd4f314629e0450ca2f77365ed,440.0,-4.8515205,3.9695747,7.4973893,5.033941
45,2BuodTguympeX1JrAxZ8HN,0.155,0.287,F,-11.444,minor,0.0321,0.941,0.0229,0.201,0.127,92.366,144747,4,F minor,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,I'll Be Home for Christmas,Doris Day,Christmas Hits,https://i.scdn.co/image/939adaa29092810cc1c44965b5a5781e38ee7e65,698.46,-6.5716157,3.576056,7.784017,5.7745447
46,2fUcw8H81f2XJqRfqWYW93,0.272,0.45,G#,-6.495,major,0.0309,0.329,0.0,0.0758,0.331,79.092,188145,4,G# major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Holidays Are Coming (from the Coca-Cola Campaign) (feat. Camélia Jordana & Namika),The Kingdom Choir,Holidays Are Coming (from the Coca-Cola Campaign) (feat. Camélia Jordana & Namika),https://i.scdn.co/image/443c29d8b1c98160c39694bf981a64d1cbd10223,830.61,-8.299913,2.5806139,8.121581,6.6756716
47,2hON3z0PTxwx9u4zzEyFRo,0.619,0.399,C,-13.504,major,0.0473,0.798,0.000529,0.138,0.961,94.36,113333,4,C major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Santa Bring My Baby Back (To Me),Elvis Presley,Elvis' Christmas Album,https://i.scdn.co/image/d8ec333974abb5987719025a55a7395a22becb79,523.25,-0.03701633,5.3778234,5.8136473,4.126587
48,2kZ4jU6mSc6n4iM5T2kpfh,0.484,0.191,G,-9.642,major,0.0294,0.886,0.0,0.18,0.146,110.183,193387,4,G major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Half the World Away,OT,Half the World Away,https://i.scdn.co/image/04265f6960f6050006d080b50f4c90acce9a12cd,783.99,-7.178529,4.0460687,8.103477,6.061397
49,2osywe1cJ8mwmAYa25wN7X,0.638,0.291,G#,-17.458,major,0.0516,0.819,3.48e-05,0.242,0.488,110.579,134640,4,G# major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,It's Beginning to Look a Lot Like Christmas,Johnny Mathis,The Christmas Music Of Johnny Mathis: A Personal Collection,https://i.scdn.co/image/b78a4878bd10a71672b7ff578b7e5ab9b4de9c16,830.61,-3.8336983,7.111056,7.23347,3.609937
50,2PtKui5SZQf4KtAGiEJh7B,0.842,0.448,C#,-8.616,major,0.0336,0.803,0.0,0.175,0.977,96.63,151413,4,C# major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,Christmas Hits,https://i.scdn.co/image/939adaa29092810cc1c44965b5a5781e38ee7e65,554.37,1.3368115,4.8865776,5.4527764,4.259596
51,2S96r2pepRxVn0bw74dcZn,0.618,0.716,E,-7.463,major,0.0301,0.758,0.922,0.0896,0.494,145.98,212333,3,E major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Angels We Have Heard on High,The Piano Guys,A Family Christmas,https://i.scdn.co/image/3714246cfc8234089e21f1be99a4c842ca64dc1d,659.25,-1.2596475,1.7069936,8.12289,4.3598347
52,2snThw2Vm8oCwfdsF9RZzg,0.356,0.704,D,-4.024,major,0.0358,0.475,0.0,0.0934,0.652,67.07,151067,4,D major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,It's the Most Wonderful Time of the Year,David Campbell,Baby It's Christmas,https://i.scdn.co/image/32ab12092bbb727207fe3bac12c23fa202eefe86,587.33,3.8273578,2.9373753,4.5310183,5.2955117
53,2TMwa7JqgnTxo6koLACzjh,0.564,0.25,C,-16.092,major,0.0301,0.788,0.000206,0.0643,0.157,132.015,231782,4,C major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Sana Ngayong Pasko,Ariel Rivera,Paskong Walang Katulad,https://i.scdn.co/image/8e2b02c7cf300b4ea01c5cf2fe44c9c62921eda2,523.25,-4.485448,3.179967,7.149761,5.4832673
54,2v2EYR4AYGeup25aJHnwQc,0.3,0.306,G#,-11.865,major,0.0303,0.898,0.0,0.211,0.579,95.644,143107,3,G# major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Silver Bells,Dean Martin,Christmas Hits,https://i.scdn.co/image/939adaa29092810cc1c44965b5a5781e38ee7e65,830.61,-6.776057,5.4936304,8.146164,5.545678
55,2wYGLfP09MvR5p2FJEEuIi,0.576,0.871,B,-5.514,major,0.042,0.0109,0.0,0.179,0.679,113.65,182600,4,B major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Joy to the World,Aretha Franklin,Christmas Hits,https://i.scdn.co/image/939adaa29092810cc1c44965b5a5781e38ee7e65,493.88,4.2656665,0.42314276,3.69552,6.172087
